MMM,[109,131,879,420,969,380,347,860]
ABT,[222,536,85,650,687,758,927,200]
ABBV,[332,712,348,116,410,227,67,239]
ACN,[15,788,851,911,438,757,721,668]
ATVI,[69,862,113,119,389,345,680,585]
AYI,[231,2,54,771,12,632,877,388]
ADBE,[967,383,619,85,4,326,530,462]
AMD,[215,487,193,821,693,462,709,780]
AAP,[211,570,268,5,8,146,49,67]
AES,[558,742,561,668,510,126,489,289]
AET,[838,887,358,310,725,282,452,380]
AMG,[246,719,582,340,118,519,474,64]
AFL,[720,23,797,20,336,34,383,352]
A,[348,38,192,819,198,412,204,475]
APD,[654,423,32,305,6,258,601,419]
AKAM,[670,14,523,388,156,676,390,371]
ALK,[255,394,3,542,205,316,508,26]
ALB,[282,597,974,475,399,526,13,665]
ARE,[881,801,195,151,933,433,473,595]
ALXN,[112,140,577,584,92,334,494,772]
ALLE,[569,633,336,571,201,15,971,62]
AGN,[442,649,5,178,956,101,709,450]
ADS,[760,182,717,939,372,957,74,989]
LNT,[246,370,166,649,441,804,991,784]
ALL,[719,36,716,515,543,80,433,640]
GOOGL,[69,468,194,36,576,418,74,494]
GOOG,[365,385,280,122,773,862,884,499]
MO,[826,240,764,78,489,908,399,598]
AMZN,[937,108,952,795,305,293,124,571]
AEE,[901,155,913,832,391,330,503,472]
AAL,[278,916,386,895,438,938,541,587]
AEP,[689,978,628,624,938,542,988,350]
AXP,[367,832,395,865,282,679,592,28]
AIG,[912,81,689,726,460,721,517,974]
AMT,[757,986,888,639,472,894,647,539]
AWK,[329,596,777,291,164,695,913,812]
AMP,[142,290,768,714,309,406,93,957]
ABC,[375,374,62,619,272,349,667,521]
AME,[72,524,10,920,767,351,971,63]
AMGN,[309,176,720,496,474,203,451,151]
APH,[922,108,961,295,873,956,880,31]
APC,[514,740,45,422,913,126,678,761]
ADI,[281,449,272,161,762,717,135,162]
ANTM,[310,823,525,650,396,702,554,847]
AON,[162,462,706,726,742,172,344,350]
APA,[267,50,808,208,310,814,95,786]
AIV,[999,72,74,366,688,682,94,944]
AAPL,[39,340,247,790,39,396,630,796]
AMAT,[784,647,100,297,761,65,326,68]
ADM,[849,302,826,633,667,140,718,366]
ARNC,[599,395,381,341,480,493,819,132]
AJG,[128,599,666,837,905,839,858,507]
AIZ,[175,594,836,256,158,821,458,169]
T,[692,492,96,230,655,385,841,852]
ADSK,[879,336,861,951,225,794,151,155]
ADP,[683,972,721,214,142,160,943,402]
AN,[847,972,412,397,525,876,100,627]
AZO,[479,123,404,358,473,11,502,807]
AVB,[240,322,762,474,555,417,571,538]
AVY,[410,742,824,60,877,670,776,439]
BHI,[955,141,472,735,917,117,137,153]
BLL,[607,677,929,846,939,411,771,594]
BAC,[304,143,295,369,850,729,160,922]
BK,[219,339,911,273,178,810,816,354]
BCR,[520,207,466,66,465,82,925,603]
BAX,[887,235,988,356,662,293,705,650]
BBT,[876,786,721,469,858,271,845,483]
BDX,[366,252,507,629,296,540,858,739]
BBBY,[95,181,259,11,793,1,485,112]
BRK.B,[165,102,824,133,971,286,9,71]
BBY,[531,217,650,242,653,232,601,24]
BIIB,[454,134,927,681,714,779,721,251]
BLK,[783,213,71,148,461,321,53,747]
HRB,[778,124,808,230,658,872,145,542]
BA,[383,836,41,715,236,291,951,625]
BWA,[748,355,939,819,639,961,219,681]
BXP,[758,561,54,5,523,805,890,693]
BSX,[451,307,998,757,936,461,600,68]
BMY,[486,710,419,2,530,53,915,908]
AVGO,[248,490,715,77,585,676,222,590]
BF.B,[356,210,948,283,366,790,466,932]
CHRW,[636,916,846,278,487,969,733,699]
CA,[877,949,931,993,119,741,509,350]
COG,[147,763,640,474,426,720,572,766]
CPB,[522,855,239,558,136,760,284,808]
COF,[263,638,602,587,530,449,711,138]
CAH,[63,679,88,287,240,81,789,140]
CBOE,[39,383,203,457,557,879,159,158]
KMX,[926,541,860,53,439,288,490,680]
CCL,[187,749,178,24,102,499,803,176]
CAT,[543,285,448,335,480,817,232,954]
CBG,[231,257,181,275,991,771,405,923]
CBS,[416,568,360,44,362,128,524,244]
CELG,[159,200,521,174,243,37,3,786]
CNC,[612,157,371,745,154,714,918,618]
CNP,[999,605,711,160,383,433,210,648]
CTL,[155,631,186,257,628,754,180,351]
CERN,[909,212,964,96,709,964,696,195]
CF,[40,126,264,294,457,445,384,51]
SCHW,[612,532,655,937,912,957,21,23]
CHTR,[988,706,694,431,187,360,7,947]
CHK,[565,791,605,937,432,795,680,190]
CVX,[932,856,745,955,304,372,361,822]
CMG,[679,232,321,57,974,256,153,241]
CB,[457,824,917,214,447,844,185,727]
CHD,[23,949,28,24,277,34,852,24]
CI,[373,503,862,794,838,343,489,883]
XEC,[154,181,464,731,69,937,163,919]
CINF,[593,547,881,461,196,102,733,638]
CTAS,[285,133,847,51,875,511,87,965]
CSCO,[992,197,31,391,447,444,827,93]
C,[988,849,352,320,379,464,325,582]
CFG,[721,146,635,898,303,641,662,477]
CTXS,[189,261,395,681,299,931,217,335]
CLX,[838,467,38,448,565,556,261,405]
CME,[805,789,294,155,247,949,841,866]
CMS,[638,737,728,618,827,937,561,573]
COH,[735,935,668,337,443,912,893,216]
KO,[642,359,766,35,37,234,44,357]
CTSH,[474,929,148,28,856,814,786,246]
CL,[449,805,325,712,200,960,860,452]
CMCSA,[840,167,55,923,925,304,690,205]
CMA,[376,881,401,225,969,572,961,633]
CAG,[283,7,545,610,509,15,838,838]
CXO,[313,857,606,988,232,165,775,73]
COP,[716,760,526,500,47,199,867,170]
ED,[739,588,887,158,630,314,375,451]
STZ,[571,63,884,138,293,391,857,494]
COO,[493,622,516,633,302,72,519,316]
GLW,[29,944,314,342,379,629,85,655]
COST,[72,54,805,437,367,713,490,55]
COTY,[24,31,885,136,244,700,9,864]
CCI,[556,848,242,267,293,127,260,272]
CSRA,[355,237,182,826,777,632,709,16]
CSX,[897,441,130,257,354,423,580,311]
CMI,[183,7,168,617,259,759,564,440]
CVS,[87,287,685,520,607,511,446,507]
DHI,[551,521,120,107,89,804,777,996]
DHR,[241,661,71,604,986,136,569,585]
DRI,[950,207,681,264,858,746,668,540]
DVA,[931,336,102,795,215,147,978,170]
DE,[22,906,556,607,925,956,118,397]
DLPH,[38,498,895,91,719,959,32,740]
DAL,[780,917,658,585,481,750,125,471]
XRAY,[427,8,411,202,650,232,569,82]
DVN,[49,133,644,56,942,312,957,711]
DLR,[158,100,430,361,205,893,369,606]
DFS,[331,43,312,160,719,543,950,547]
DISCA,[665,784,740,856,666,778,612,73]
DISCK,[642,848,432,536,729,43,307,454]
DISH,[485,981,746,428,703,942,653,569]
DG,[814,394,835,544,745,952,245,194]
DLTR,[251,877,133,318,903,309,719,321]
D,[516,459,202,4,957,264,652,165]
DOV,[819,449,281,371,393,563,618,323]
DOW,[804,2,893,160,304,877,293,603]
DPS,[213,222,730,653,450,823,206,954]
DTE,[58,954,541,284,628,868,496,311]
DD,[625,383,559,603,671,479,633,703]
DUK,[28,560,425,119,18,731,663,711]
DXC,[550,145,518,6,861,838,326,409]
ETFC,[428,56,187,624,849,277,643,5]
EMN,[470,678,712,347,301,114,775,430]
ETN,[530,569,425,952,939,591,118,46]
EBAY,[858,111,113,900,980,344,419,644]
ECL,[10,890,797,143,16,942,37,809]
EIX,[243,568,301,337,926,82,103,408]
EW,[601,195,595,48,383,612,651,713]
EA,[961,936,233,437,851,420,508,980]
EMR,[991,866,319,631,474,132,475,255]
ETR,[306,208,595,594,705,851,425,480]
EVHC,[250,926,77,183,675,976,835,404]
EOG,[680,319,883,972,168,14,637,702]
EQT,[426,332,775,823,544,98,114,180]
EFX,[908,410,553,307,31,734,829,784]
EQIX,[833,89,980,74,622,161,270,450]
EQR,[573,768,697,859,652,602,263,435]
ESS,[190,994,322,816,357,71,948,956]
EL,[577,87,606,70,761,802,923,972]
ES,[214,459,517,258,715,926,949,779]
EXC,[956,524,243,719,1,394,648,88]
EXPE,[227,369,264,65,811,658,809,595]
EXPD,[537,980,768,391,208,692,212,368]
ESRX,[344,800,289,729,92,289,560,104]
EXR,[393,754,812,923,766,974,622,413]
XOM,[108,193,743,797,681,161,213,982]
FFIV,[745,722,137,748,500,847,945,569]
FB,[118,471,256,947,489,831,208,76]
FAST,[904,457,930,367,490,136,668,442]
FRT,[811,389,375,655,688,705,854,14]
FDX,[240,624,232,355,12,10,147,1]
FIS,[576,327,608,652,509,522,887,939]
FITB,[706,702,95,309,526,971,240,889]
FE,[675,441,869,883,986,77,170,626]
FISV,[417,643,521,350,159,241,60,272]
FLIR,[687,572,377,19,630,569,68,807]
FLS,[822,797,63,353,263,870,138,450]
FLR,[103,867,601,833,715,653,249,566]
FMC,[268,980,419,507,597,944,632,549]
FL,[894,509,437,105,574,472,887,531]
F,[644,426,739,191,638,713,667,256]
FTV,[946,16,492,890,672,353,334,652]
FBHS,[921,605,817,771,409,497,844,205]
BEN,[761,95,258,199,553,792,387,785]
FCX,[942,586,152,729,639,342,847,3]
GPS,[973,95,99,366,110,683,263,311]
GRMN,[419,683,910,81,183,873,7,946]
IT,[492,563,820,125,831,945,241,376]
GD,[198,27,589,316,610,80,403,312]
GE,[609,613,172,65,933,557,613,513]
GGP,[815,177,522,458,807,313,335,989]
GIS,[297,304,153,148,230,671,998,69]
GM,[633,204,866,521,73,204,686,155]
GPC,[50,339,70,244,913,720,173,334]
GILD,[768,957,602,976,122,713,158,64]
GPN,[973,658,902,978,527,97,847,421]
GS,[382,991,647,353,39,877,528,155]
